['comp' '202103311812' '-9.07' '1.44' '0.07' '3.13'],['comp' '202104010035' '-7.64' '1.52' '2.21' '5.14'],['comp' '202104011601' '-5.92' '1.79' '3.62' '6.85'],['comp' '202104021832' '-7.09' '0.77' '-2.64' '0.27'],['comp' '202104022050' '-7.8' '0.45' '-2.2' '0.5'],['comp' '202104062349' '-5.78' '0.19' '-1.22' '1.89'],['comp' '202104071638' '-5.12' '0.18' '-1.0' '2.12'],['comp' '202104071749' '-10.29' '0.5' '-8.0' '-10.14'],['comp' '202104071901' '-20.83' '0.58' '-17.67' '-19.0'],['comp' '202104072213' '-25.0' '0.7' '-19.4' '-19.6'],['comp' '202104072315' '-28.75' '0.44' '-30.0' '-30.75'],['comp' '202104081636' '-26.67' '0.0' '-28.33' '-29.33'],['comp' '202104081738' '-13.0' '0.0' '-39.5' '-26.5'],['comp' '202104082043' '-14.0' '0.0' '-63.0' '-30.0']
['ust' '202103311812' '-6.0' '-0.06' '0.44' '-7.88'],['ust' '202104010035' '-4.93' '-0.06' '1.8' '-7.2'],['ust' '202104011601' '-5.71' '-0.06' '0.93' '-9.21'],['ust' '202104021832' '-5.42' '-0.06' '-0.92' '-8.83'],['ust' '202104022050' '-6.18' '-0.05' '-0.27' '-10.27'],['ust' '202104062349' '-4.9' '-0.07' '0.9' '-8.9'],['ust' '202104071638' '-3.67' '-0.07' '1.67' '-8.22'],['ust' '202104071749' '-18.0' '-0.05' '-17.62' '-19.25'],['ust' '202104071901' '-18.14' '-0.06' '-14.71' '-19.14'],['ust' '202104072213' '-14.5' '-0.07' '-9.67' '-16.0'],['ust' '202104072315' '-25.0' '-0.04' '-19.4' '-23.2'],['ust' '202104081636' '-18.0' '0.0' '-11.25' '-16.0'],['ust' '202104081738' '0.33' '0.0' '11.0' '0.67'],['ust' '202104081941' '-1.5' '0.0' '16.5' '-0.5'],['ust' '202104082043' '-20.0' '0.0' '-23.0' '-1.0']
['ren' '202103311812' '-6.47' '0.37' '-2.73' '-0.73'],['ren' '202104010035' '-5.43' '0.19' '-1.07' '0.36'],['ren' '202104011601' '-5.69' '0.56' '-2.92' '-2.31'],['ren' '202104021832' '-6.18' '-0.15' '-4.73' '-4.45'],['ren' '202104022050' '-8.9' '-0.73' '-7.9' '-5.6'],['ren' '202104062349' '-11.22' '-0.81' '-10.56' '-6.67'],['ren' '202104071638' '-11.5' '-0.69' '-9.5' '-3.75'],['ren' '202104071749' '-20.29' '-0.65' '-20.71' '-17.14'],['ren' '202104071901' '-20.67' '-0.75' '-21.17' '-15.83'],['ren' '202104072213' '-16.2' '-0.9' '-16.6' '-10.2'],['ren' '202104072315' '-26.5' '-0.56' '-26.75' '-19.75'],['ren' '202104081636' '-29.0' '0.0' '-28.33' '-16.67'],['ren' '202104081738' '-13.5' '0.0' '-8.0' '6.5'],['ren' '202104082043' '12.0' '0.0' '21.0' '50.0']
['win' '202103311812' '9.81' '3.52' '7.5' '3.75'],['win' '202104010035' '8.73' '3.27' '6.33' '3.13'],['win' '202104011601' '6.86' '0.77' '6.57' '3.0'],['win' '202104021832' '5.92' '-2.24' '7.42' '2.67'],['win' '202104022050' '8.18' '-2.49' '10.09' '5.09'],['win' '202104062349' '7.3' '-2.69' '9.4' '2.0'],['win' '202104071638' '2.89' '-2.13' '3.0' '-1.44'],['win' '202104071749' '-3.38' '-1.92' '-9.62' '-6.38'],['win' '202104071901' '-5.29' '-2.2' '-9.0' '-8.29'],['win' '202104072213' '-4.67' '-2.56' '-8.0' '-11.33'],['win' '202104072315' '-6.6' '-1.54' '-2.0' '-11.0'],['win' '202104081636' '1.25' '0.0' '8.0' '-1.25'],['win' '202104081738' '5.0' '0.0' '-4.33' '5.67'],['win' '202104081941' '18.0' '0.0' '0.5' '8.5'],['win' '202104082043' '36.0' '0.0' '-5.0' '19.0']
['rep' '202103311812' '6.64' '-0.12' '2.5' '9.43'],['rep' '202104010035' '1.15' '-0.21' '-0.23' '4.54'],['rep' '202104011601' '1.83' '0.15' '2.17' '8.08'],['rep' '202104021832' '-1.8' '-0.05' '-1.7' '4.3'],['rep' '202104022050' '-2.0' '-0.5' '-1.89' '5.56'],['rep' '202104062349' '0.0' '-0.82' '-0.75' '8.12'],['rep' '202104071638' '0.0' '-0.75' '-2.57' '7.29'],['rep' '202104071749' '-6.67' '-0.77' '-6.83' '4.83'],['rep' '202104071901' '-6.4' '-0.93' '-14.0' '4.4'],['rep' '202104072213' '-2.75' '-1.16' '-17.5' '7.0'],['rep' '202104072315' '-0.67' '-0.77' '-9.67' '16.0'],['rep' '202104081738' '6.5' '0.0' '-2.5' '29.5'],['rep' '202104082043' '43.0' '0.0' '8.0' '79.0']
['ark' '202103311812' '-2.56' '-0.35' '-8.25' '-6.25'],['ark' '202104010035' '-1.73' '0.15' '-7.33' '-4.8'],['ark' '202104011601' '-1.07' '0.31' '-6.21' '-3.21'],['ark' '202104021832' '-0.25' '0.54' '-6.08' '-2.67'],['ark' '202104022050' '-1.27' '0.28' '-7.09' '-4.27'],['ark' '202104062349' '-4.0' '0.12' '-9.5' '-6.1'],['ark' '202104071638' '-5.0' '0.28' '-10.56' '-7.44'],['ark' '202104071749' '-13.62' '0.25' '-18.88' '-17.88'],['ark' '202104071901' '-21.43' '0.28' '-22.57' '-26.0'],['ark' '202104072213' '-18.17' '0.33' '-18.17' '-23.33'],['ark' '202104072315' '-24.0' '0.2' '-25.6' '-26.6'],['ark' '202104081636' '-25.0' '0.0' '-28.0' '-24.75'],['ark' '202104081738' '-12.33' '0.0' '-19.67' '-12.0'],['ark' '202104081941' '-21.5' '0.0' '-29.0' '-15.0'],['ark' '202104082043' '-23.0' '0.0' '-25.0' '29.0']
['anc' '202103311812' '-7.38' '-0.58' '-12.88' '-7.75'],['anc' '202104010035' '-7.07' '-0.61' '-12.27' '-6.8'],['anc' '202104011601' '-7.07' '-0.44' '-10.93' '-6.21'],['anc' '202104021832' '-7.0' '-0.19' '-11.42' '-6.08'],['anc' '202104022050' '-7.36' '-0.21' '-11.45' '-6.18'],['anc' '202104062349' '-7.6' '-0.26' '-9.6' '-5.0'],['anc' '202104071638' '-8.67' '-0.28' '-9.67' '-5.44'],['anc' '202104071749' '-23.5' '-0.29' '-23.38' '-20.38'],['anc' '202104071901' '-27.43' '-0.34' '-27.14' '-24.0'],['anc' '202104072213' '-28.0' '-0.39' '-25.5' '-23.83'],['anc' '202104072315' '-35.8' '-0.24' '-30.0' '-30.0'],['anc' '202104081636' '-27.25' '0.0' '-17.5' '-22.25'],['anc' '202104081738' '-29.0' '0.0' '-25.33' '-18.67'],['anc' '202104081941' '-34.5' '0.0' '-29.0' '-20.5'],['anc' '202104082043' '-8.0' '0.0' '-4.0' '11.0']
['pro' '202103311812' '0.31' '1.64' '0.38' '-4.19'],['pro' '202104010035' '1.4' '0.72' '1.53' '-3.07'],['pro' '202104011601' '3.29' '0.35' '3.86' '-0.79'],['pro' '202104021832' '4.67' '-0.58' '6.5' '-0.5'],['pro' '202104022050' '5.91' '-0.41' '7.36' '0.55'],['pro' '202104062349' '7.5' '-0.1' '8.7' '3.4'],['pro' '202104071638' '8.89' '0.08' '10.44' '4.22'],['pro' '202104071749' '5.12' '0.3' '6.5' '-1.12'],['pro' '202104071901' '1.71' '0.35' '4.14' '-1.57'],['pro' '202104072213' '3.67' '0.41' '8.0' '2.5'],['pro' '202104072315' '0.8' '0.24' '7.4' '-1.4'],['pro' '202104081636' '7.5' '0.0' '17.5' '8.75'],['pro' '202104081738' '28.0' '0.0' '46.67' '26.33'],['pro' '202104081941' '41.0' '0.0' '53.5' '39.0'],['pro' '202104082043' '7.0' '0.0' '-1.0' '45.0']
['game' '202103311812' '-8.0' '-0.83' '-4.0' '-2.6'],['game' '202104010035' '-13.67' '-0.95' '-13.33' '-15.33'],['game' '202104011601' '-7.25' '0.12' '-6.88' '-11.38'],['game' '202104021832' '-9.67' '-1.39' '-15.17' '-13.0'],['game' '202104022050' '-8.6' '-1.03' '-13.2' '-12.4'],['game' '202104062349' '-10.75' '-0.98' '-19.25' '-17.5'],['game' '202104071749' '-7.67' '-1.38' '-16.0' '-13.67'],['game' '202104071901' '-20.0' '-2.07' '-21.0' '-15.5'],['game' '202104072213' '0.0' '-4.14' '0.0' '0.0']
['met' '202103311812' '-6.38' '1.57' '-3.62' '-10.46'],['met' '202104010035' '-4.33' '1.34' '-2.83' '-10.42'],['met' '202104011601' '-2.64' '0.75' '-0.82' '-7.91'],['met' '202104021832' '0.0' '-0.12' '-0.44' '-3.0'],['met' '202104022050' '1.12' '-0.1' '1.62' '-0.62'],['met' '202104062349' '-0.14' '-0.35' '4.71' '-0.14'],['met' '202104071638' '3.33' '-0.46' '12.67' '-0.67'],['met' '202104071749' '0.0' '-0.61' '5.2' '-3.4'],['met' '202104071901' '-12.5' '-0.76' '-7.5' '-8.5'],['met' '202104072213' '-27.67' '-1.01' '-27.67' '-24.0'],['met' '202104072315' '-22.5' '-0.76' '-28.5' '-14.5'],['met' '202104081738' '-12.0' '0.0' '0.0' '-10.0']
['for' '202103311812' '-8.44' '0.64' '-5.88' '-7.81'],['for' '202104010035' '-8.47' '0.4' '-5.13' '-7.67'],['for' '202104011601' '-8.36' '0.2' '-4.79' '-7.29'],['for' '202104021832' '-8.08' '-0.24' '-3.5' '-6.92'],['for' '202104022050' '-8.64' '-0.24' '-4.27' '-7.82'],['for' '202104062349' '-9.0' '0.06' '-3.9' '-7.5'],['for' '202104071638' '-9.67' '0.16' '-4.44' '-8.22'],['for' '202104071749' '-16.38' '0.23' '-12.88' '-13.75'],['for' '202104071901' '-19.71' '0.26' '-15.43' '-15.29'],['for' '202104072213' '-19.67' '0.3' '-14.33' '-14.67'],['for' '202104072315' '-23.0' '0.18' '-12.2' '-15.2'],['for' '202104081636' '-19.0' '0.0' '-4.5' '-8.75'],['for' '202104081738' '-8.0' '0.0' '9.0' '8.33'],['for' '202104081941' '0.0' '0.0' '5.0' '24.5'],['for' '202104082043' '5.0' '0.0' '4.0' '2.0']
['new' '202103311812' '-6.0' '1.17' '-3.69' '-4.69'],['new' '202104010035' '-5.6' '1.31' '-2.87' '-4.53'],['new' '202104011601' '-4.07' '1.45' '-0.86' '-3.14'],['new' '202104021832' '-2.17' '0.4' '-0.08' '-3.08'],['new' '202104022050' '-5.27' '-0.45' '-3.0' '-7.18'],['new' '202104062349' '-4.4' '-0.56' '-1.0' '-5.5'],['new' '202104071638' '-7.11' '0.14' '-5.67' '-7.67'],['new' '202104071749' '-23.0' '-0.02' '-25.75' '-25.75'],['new' '202104071901' '-26.0' '-0.02' '-27.86' '-29.14'],['new' '202104072213' '-24.0' '-0.03' '-25.17' '-28.0'],['new' '202104072315' '-34.0' '-0.02' '-29.4' '-36.4'],['new' '202104081636' '-30.75' '0.0' '-24.25' '-32.75'],['new' '202104081738' '-26.67' '0.0' '-8.67' '-28.33'],['new' '202104081941' '-33.0' '0.0' '-7.0' '-32.5'],['new' '202104082043' '-19.0' '0.0' '-24.0' '-18.0']
['man' '202103311812' '-9.64' '-0.53' '-13.36' '-11.07'],['man' '202104010035' '-8.92' '-0.85' '-11.85' '-11.31'],['man' '202104011601' '-10.75' '-0.73' '-11.83' '-11.25'],['man' '202104021832' '-14.8' '-0.43' '-16.4' '-11.1'],['man' '202104022050' '-15.78' '-0.03' '-17.67' '-10.89'],['man' '202104071749' '-20.88' '0.04' '-22.12' '-16.38'],['man' '202104071901' '-23.86' '0.05' '-23.86' '-16.14'],['man' '202104072213' '-25.0' '0.06' '-23.5' '-16.0'],['man' '202104072315' '-30.8' '0.04' '-29.6' '-16.2'],['man' '202104081636' '-27.75' '0.0' '-28.5' '-11.5'],['man' '202104081738' '-30.33' '0.0' '-32.0' '-17.0'],['man' '202104081941' '-41.0' '0.0' '-45.5' '-24.5'],['man' '202104082043' '-40.0' '0.0' '-52.0' '-29.0']
