['btc' '202103302152' '-12.84' '-0.09' '-8.39' '-10.37'],['btc' '202103310124' '-13.36' '-0.19' '-11.43' '-10.45'],['btc' '202103312241' '-17.68' '-0.17' '-11.63' '-15.18'],['btc' '202104011601' '-17.86' '-0.31' '-12.86' '-15.51'],['btc' '202104022050' '-21.2' '-1.28' '-19.1' '-23.15'],['btc' '202104062027' '-21.67' '-2.57' '-12.58' '-28.92'],['btc' '202104072213' '-6.83' '-2.93' '-10.5' '-19.17']
['eth' '202103302152' '-1.27' '2.77' '10.53' '2.86'],['eth' '202103310124' '-1.64' '2.78' '11.19' '2.85'],['eth' '202103312241' '0.82' '3.49' '12.34' '8.0'],['eth' '202104011601' '1.69' '3.57' '10.69' '9.34'],['eth' '202104022050' '-5.7' '1.41' '-7.35' '7.35'],['eth' '202104062027' '-21.25' '-4.54' '-24.25' '-7.58'],['eth' '202104072213' '-19.83' '-6.12' '-29.5' '-6.5']
['uni' '202103302152' '-9.92' '-0.23' '-6.92' '-4.73'],['uni' '202103310124' '-12.62' '-0.18' '-8.7' '-7.02'],['uni' '202103312241' '-10.16' '0.34' '-5.05' '-4.66'],['uni' '202104011601' '-9.31' '0.6' '-3.2' '-3.94'],['uni' '202104022050' '-7.1' '-1.03' '-8.15' '-8.55'],['uni' '202104062027' '-19.58' '-5.38' '-36.42' '-21.25'],['uni' '202104072213' '-21.83' '-8.04' '-47.33' '-29.17']
['link' '202104072213' '-1.5' '-7.77' '-23.67' '-19.83']
['sol' '202103302152' '-6.48' '1.59' '-0.96' '5.26'],['sol' '202103310124' '-4.32' '1.41' '0.91' '8.34'],['sol' '202103312241' '-10.94' '2.29' '-5.31' '-6.66'],['sol' '202104011601' '-14.94' '2.3' '-4.53' '-14.56'],['sol' '202104021832' '-17.63' '3.04' '-1.78' '-18.33'],['sol' '202104062027' '-6.5' '6.73' '-3.17' '6.75'],['sol' '202104072213' '-18.33' '5.14' '-17.83' '-16.0']
['cro' '202103302152' '-9.11' '-2.68' '-2.91' '-11.65'],['cro' '202103310124' '-20.11' '-2.8' '-21.75' '-23.7'],['cro' '202103312241' '-31.51' '-2.56' '-29.17' '-36.69'],['cro' '202104011601' '-34.94' '-2.6' '-29.25' '-38.88'],['cro' '202104021832' '-35.74' '-2.85' '-28.7' '-42.3'],['cro' '202104062027' '-32.17' '-8.14' '-49.67' '-43.67'],['cro' '202104072213' '-43.67' '-9.32' '-74.33' '-58.83']
['dai' '202103302152' '1.35' '0.0' '2.59' '22.98'],['dai' '202103310124' '2.18' '0.0' '3.73' '24.23'],['dai' '202103312241' '7.23' '0.0' '9.77' '38.17'],['dai' '202104011601' '8.84' '0.0' '11.78' '42.41'],['dai' '202104022050' '6.41' '0.0' '7.06' '18.53'],['dai' '202104062027' '-11.0' '0.0' '-19.44' '-10.0'],['dai' '202104072213' '-23.67' '0.0' '-40.33' '-0.67']
['comp' '202103302152' '-10.94' '4.04' '-6.96' '-13.12'],['comp' '202103310124' '-12.09' '4.04' '-7.87' '-14.3'],['comp' '202103312241' '-12.58' '5.65' '-11.68' '-14.05'],['comp' '202104011601' '-11.69' '6.25' '-11.94' '-13.74'],['comp' '202104022050' '-12.5' '2.75' '-6.4' '-14.85'],['comp' '202104062027' '-16.0' '-6.12' '4.08' '-17.58'],['comp' '202104072213' '-27.83' '-7.55' '0.5' '-22.67']
['ust' '202103302152' '2.1' '-0.08' '0.69' '5.29'],['ust' '202103310124' '2.06' '-0.09' '0.49' '4.79'],['ust' '202103312241' '-3.58' '-0.08' '-10.03' '-5.18'],['ust' '202104011601' '-4.63' '-0.08' '-12.34' '-7.91'],['ust' '202104022050' '-8.65' '-0.15' '-16.6' '-10.1'],['ust' '202104062027' '-11.5' '-0.28' '-8.5' '-6.33'],['ust' '202104072213' '-15.17' '-0.4' '-10.67' '-16.83']
['ont' '202103302152' '-1.69' '2.92' '-3.51' '-2.53'],['ont' '202103310124' '-1.89' '2.92' '-4.28' '-3.83'],['ont' '202103312241' '2.71' '4.15' '-1.55' '1.37'],['ont' '202104011601' '3.63' '4.61' '-0.06' '2.14'],['ont' '202104022050' '6.55' '2.32' '2.05' '4.15'],['ont' '202104062027' '-13.17' '-1.65' '-22.33' '-19.33'],['ont' '202104072213' '-17.67' '-3.56' '-26.83' '-23.17']
['one' '202103302152' '-6.78' '-5.78' '-11.88' '-7.33'],['one' '202103310124' '-7.4' '-5.78' '-13.38' '-8.23'],['one' '202103312241' '-8.05' '-6.06' '-15.03' '-12.13'],['one' '202104011601' '-9.97' '-6.11' '-21.66' '-15.89'],['one' '202104022050' '-14.4' '-7.6' '-22.4' '-20.15'],['one' '202104062027' '-22.25' '-8.04' '-15.92' '-25.0'],['one' '202104072213' '-35.0' '-2.32' '-33.83' '-45.17']
['ren' '202103302152' '-7.8' '-1.06' '-5.49' '-12.2'],['ren' '202103310124' '-7.7' '-1.11' '-4.77' '-11.53'],['ren' '202103312241' '-8.42' '-0.13' '-7.68' '-15.92'],['ren' '202104011601' '-8.54' '0.12' '-9.43' '-18.97'],['ren' '202104022050' '-10.4' '-2.21' '-13.65' '-22.15'],['ren' '202104062027' '-25.0' '-8.21' '-32.5' '-25.92'],['ren' '202104072213' '-21.67' '-10.38' '-33.17' '-19.5']
