['comp' '202103302152' '-0.73' '0.07' '6.87' '7.0'],['comp' '202103311812' '-2.36' '0.14' '5.79' '6.57'],['comp' '202103312241' '-0.77' '0.06' '7.08' '7.69'],['comp' '202104021748' '-0.42' '0.08' '9.17' '10.0'],['comp' '202104022050' '-4.45' '-0.0' '6.82' '8.18'],['comp' '202104061805' '-3.0' '-0.3' '9.5' '9.7'],['comp' '202104072013' '-13.86' '0.75' '1.57' '-1.57'],['comp' '202104072315' '-15.33' '0.58' '-11.33' '-15.0'],['comp' '202104082043' '-25.0' '0.0' '-69.0' '-46.0']
['ust' '202103302152' '-8.35' '-0.08' '-8.76' '-8.35'],['ust' '202103311812' '-9.69' '-0.08' '-11.94' '-10.19'],['ust' '202103312241' '-9.2' '-0.08' '-11.93' '-9.87'],['ust' '202104021748' '-10.07' '-0.07' '-12.79' '-10.29'],['ust' '202104022050' '-10.62' '-0.07' '-12.92' '-10.69'],['ust' '202104061805' '-10.25' '-0.08' '-13.0' '-11.58'],['ust' '202104072013' '-15.0' '-0.07' '-19.56' '-15.78'],['ust' '202104072315' '-30.6' '-0.04' '-29.4' '-26.2'],['ust' '202104082043' '-17.0' '0.0' '-23.0' '1.0']
['ren' '202103302152' '-10.33' '0.45' '-13.67' '-12.4'],['ren' '202103311812' '-10.93' '0.55' '-14.07' '-12.21'],['ren' '202103312241' '-10.0' '0.28' '-12.92' '-11.92'],['ren' '202104021748' '-9.75' '0.06' '-13.75' '-11.58'],['ren' '202104022050' '-11.09' '-0.28' '-15.27' '-12.18'],['ren' '202104061805' '-16.1' '-0.59' '-20.0' '-16.4'],['ren' '202104072013' '-15.29' '-0.97' '-20.57' '-17.71'],['ren' '202104072315' '-7.67' '-0.75' '-8.67' '-0.67'],['ren' '202104082043' '-32.0' '0.0' '-24.0' '-5.0']
['win' '202103302152' '1.06' '-1.68' '5.94' '2.12'],['win' '202103311812' '1.44' '-1.8' '4.5' '1.56'],['win' '202103312241' '0.2' '-2.74' '4.2' '1.53'],['win' '202104021748' '-0.14' '-3.12' '4.07' '0.43'],['win' '202104022050' '1.23' '-2.87' '5.31' '2.0'],['win' '202104061805' '1.33' '-3.02' '6.0' '1.25'],['win' '202104072013' '-2.78' '-2.56' '-1.22' '-6.44'],['win' '202104072315' '-2.0' '-1.54' '21.6' '-7.8'],['win' '202104082043' '7.0' '0.0' '-18.0' '19.0']
['rep' '202103302152' '-1.47' '-0.11' '-6.13' '3.6'],['rep' '202103311812' '-1.57' '0.12' '-5.71' '3.71'],['rep' '202103312241' '-4.23' '0.03' '-7.08' '2.15'],['rep' '202104021748' '-8.08' '-0.16' '-11.08' '-0.92'],['rep' '202104022050' '-10.0' '-0.01' '-12.82' '-1.55'],['rep' '202104061805' '-9.2' '-0.38' '-12.7' '-0.4'],['rep' '202104072013' '-10.57' '-0.99' '-22.29' '-1.14'],['rep' '202104072315' '-9.33' '-0.77' '-18.33' '13.67'],['rep' '202104082043' '0.0' '0.0' '-7.0' '43.0']
['ark' '202103302152' '-12.41' '0.39' '-14.24' '-14.24'],['ark' '202103311812' '-12.81' '-0.39' '-14.5' '-14.25'],['ark' '202103312241' '-12.6' '-0.84' '-13.53' '-13.07'],['ark' '202104021748' '-14.79' '-0.6' '-14.14' '-13.21'],['ark' '202104022050' '-15.46' '-0.34' '-16.38' '-13.77'],['ark' '202104061805' '-17.83' '-0.62' '-17.83' '-16.83'],['ark' '202104072013' '-21.89' '0.33' '-18.67' '-22.56'],['ark' '202104072315' '-28.8' '0.2' '-21.4' '-24.6'],['ark' '202104082043' '-18.0' '0.0' '-26.0' '21.0']
['anc' '202103302152' '-1.18' '-0.09' '-3.59' '-3.59'],['anc' '202103311812' '-1.31' '-0.09' '-4.75' '-5.19'],['anc' '202103312241' '-0.8' '-0.1' '-3.87' '-4.73'],['anc' '202104021748' '-0.29' '-0.09' '-3.29' '-4.21'],['anc' '202104022050' '0.31' '0.11' '-3.46' '-4.08'],['anc' '202104061805' '1.58' '0.11' '-0.83' '-2.67'],['anc' '202104072013' '-7.44' '-0.39' '-5.78' '-11.33'],['anc' '202104072315' '-21.0' '-0.24' '-1.2' '-17.6'],['anc' '202104082043' '-25.0' '0.0' '-22.0' '-6.0']
['pro' '202103302152' '2.94' '1.37' '3.29' '1.0'],['pro' '202103311812' '3.5' '1.61' '3.88' '1.38'],['pro' '202103312241' '4.67' '0.81' '5.27' '2.93'],['pro' '202104021748' '5.21' '-1.14' '6.14' '3.21'],['pro' '202104022050' '6.62' '-0.87' '7.85' '3.54'],['pro' '202104061805' '9.33' '-0.52' '10.17' '7.0'],['pro' '202104072013' '6.44' '0.41' '5.67' '7.0'],['pro' '202104072315' '2.6' '0.24' '3.2' '6.4'],['pro' '202104082043' '10.0' '0.0' '31.0' '46.0']
['game' '202103302152' '-10.4' '-2.48' '-7.0' '7.0'],['game' '202103311812' '-13.0' '-2.37' '-7.11' '7.0'],['game' '202103312241' '-14.62' '-2.41' '-7.38' '3.62'],['game' '202104021748' '-19.14' '-2.94' '-16.29' '-5.14'],['game' '202104022050' '-18.17' '-2.82' '-15.5' '-4.17'],['game' '202104061805' '-15.6' '-2.9' '-13.6' '-0.6'],['game' '202104071901' '-17.0' '-3.1' '-17.0' '-1.5'],['game' '202104072315' '-14.0' '-4.14' '-7.0' '14.0']
['met' '202103302152' '12.46' '0.39' '24.69' '11.77'],['met' '202103311812' '15.83' '0.48' '28.75' '15.08'],['met' '202103312241' '18.18' '-0.0' '27.36' '18.91'],['met' '202104021748' '15.6' '-0.46' '27.6' '20.2'],['met' '202104022050' '17.33' '-0.37' '26.67' '7.67'],['met' '202104061805' '19.5' '-0.49' '34.12' '10.62'],['met' '202104072013' '-6.6' '-0.91' '-2.6' '-14.2'],['met' '202104072315' '-33.0' '-1.52' '-57.0' '-21.0']
