['btc' '202103302152' '-1.77' '-0.66' '1.96' '0.74'],['btc' '202103310124' '-1.8' '-0.74' '0.44' '0.97'],['btc' '202103312241' '-2.65' '-0.79' '1.83' '-0.11'],['btc' '202104011601' '-2.07' '-0.89' '1.79' '0.38'],['btc' '202104022050' '1.13' '-1.43' '3.58' '2.0'],['btc' '202104062027' '4.98' '-1.79' '9.36' '4.93'],['btc' '202104072315' '10.11' '-1.69' '11.5' '10.81'],['btc' '202104082043' '28.73' '-1.14' '57.53' '52.33']
['eth' '202103302152' '-9.58' '0.75' '-8.23' '-12.95'],['eth' '202103310124' '-9.98' '0.71' '-8.3' '-13.33'],['eth' '202103312241' '-9.74' '0.81' '-10.01' '-12.68'],['eth' '202104011601' '-9.76' '0.74' '-11.7' '-12.88'],['eth' '202104022050' '-15.17' '-0.71' '-23.51' '-19.2'],['eth' '202104062027' '-20.31' '-2.44' '-30.02' '-26.88'],['eth' '202104072315' '-20.67' '-2.15' '-32.12' '-32.02'],['eth' '202104082043' '-17.13' '-1.13' '-25.73' '-31.33']
['uni' '202103302152' '-6.72' '-1.47' '-1.44' '-0.5'],['uni' '202103310124' '-8.22' '-1.47' '-2.35' '-1.74'],['uni' '202103312241' '-6.35' '-1.35' '0.41' '0.2'],['uni' '202104011601' '-5.75' '-1.29' '1.6' '0.78'],['uni' '202104022050' '-3.91' '-2.45' '1.09' '0.38'],['uni' '202104062027' '-6.67' '-3.86' '-4.8' '-1.42'],['uni' '202104072315' '-2.64' '-3.81' '3.08' '3.94'],['uni' '202104082043' '9.67' '-2.34' '44.8' '32.6']
['ust' '202103302152' '-14.95' '-0.15' '-15.08' '-17.45'],['ust' '202103310124' '-15.37' '-0.15' '-15.56' '-18.26'],['ust' '202103312241' '-20.19' '-0.16' '-22.62' '-25.87'],['ust' '202104011601' '-21.36' '-0.16' '-24.23' '-28.0'],['ust' '202104022050' '-26.98' '-0.2' '-28.69' '-33.85'],['ust' '202104062027' '-30.53' '-0.24' '-28.69' '-36.69'],['ust' '202104072315' '-34.95' '-0.25' '-33.67' '-44.55'],['ust' '202104082043' '-32.47' '-0.16' '-29.33' '-39.73']
['one' '202103302152' '-21.2' '2.91' '-24.18' '-24.08'],['one' '202103310124' '-21.88' '3.11' '-25.29' '-24.97'],['one' '202103312241' '-23.9' '4.02' '-27.49' '-28.84'],['one' '202104011601' '-25.45' '4.4' '-31.14' '-31.3'],['one' '202104022050' '-30.88' '6.57' '-33.8' '-36.66'],['one' '202104062027' '-35.31' '8.69' '-34.06' '-40.39'],['one' '202104072315' '-39.02' '13.2' '-39.38' '-45.29'],['one' '202104082043' '-31.07' '12.82' '-35.27' '-34.07']
['win' '202103302152' '-17.81' '10.41' '-17.77' '-19.12'],['win' '202103310124' '-17.9' '10.48' '-17.94' '-19.29'],['win' '202103312241' '-21.49' '9.82' '-23.57' '-21.75'],['win' '202104011601' '-23.64' '8.93' '-24.88' '-22.81'],['win' '202104022050' '-29.15' '5.82' '-34.19' '-28.2'],['win' '202104062027' '-31.04' '-0.93' '-39.04' '-31.24'],['win' '202104072315' '-37.86' '-10.35' '-48.33' '-38.93'],['win' '202104082043' '-34.6' '-6.15' '-42.6' '-34.53']
['kin' '202103302152' '-25.2' '3.59' '-31.6' '-25.36'],['kin' '202103310124' '-26.12' '3.72' '-32.86' '-26.28'],['kin' '202103312241' '-30.26' '4.5' '-38.78' '-31.86'],['kin' '202104011601' '-31.84' '4.75' '-41.18' '-34.07'],['kin' '202104022050' '-33.08' '-2.98' '-43.03' '-36.37'],['kin' '202104062027' '-34.65' '-9.65' '-45.55' '-38.98'],['kin' '202104072315' '-39.76' '-10.58' '-54.07' '-46.62'],['kin' '202104082043' '-46.2' '-7.54' '-46.53' '-43.93']
['rep' '202103302152' '-6.27' '-2.14' '-15.63' '-9.35'],['rep' '202103310124' '-6.58' '-2.54' '-16.17' '-9.71'],['rep' '202103312241' '-5.82' '-2.15' '-15.76' '-9.18'],['rep' '202104011601' '-7.38' '-2.32' '-17.8' '-9.8'],['rep' '202104022050' '-17.8' '-1.98' '-27.33' '-18.94'],['rep' '202104062027' '-24.15' '-2.48' '-33.83' '-23.76'],['rep' '202104072315' '-25.31' '-2.8' '-39.12' '-26.5'],['rep' '202104082043' '-16.0' '-1.86' '-31.4' '-12.4']
['ark' '202103302152' '-16.86' '-1.62' '-15.28' '-20.47'],['ark' '202103310124' '-17.52' '-2.55' '-16.2' '-21.49'],['ark' '202103312241' '-18.56' '-4.07' '-17.49' '-23.18'],['ark' '202104011601' '-19.28' '-4.68' '-17.58' '-23.41'],['ark' '202104022050' '-20.2' '-3.79' '-20.17' '-22.25'],['ark' '202104062027' '-23.92' '-2.58' '-25.78' '-24.57'],['ark' '202104072315' '-26.26' '-0.53' '-29.31' '-27.86'],['ark' '202104082043' '-26.27' '0.79' '-26.8' '-14.2']
['anc' '202103302152' '-15.47' '-1.08' '-11.81' '-13.2'],['anc' '202103310124' '-15.74' '-1.15' '-12.99' '-13.97'],['anc' '202103312241' '-19.25' '-1.01' '-16.83' '-19.49'],['anc' '202104011601' '-19.82' '-0.94' '-17.14' '-20.07'],['anc' '202104022050' '-22.75' '-0.14' '-22.32' '-24.32'],['anc' '202104062027' '-24.69' '0.22' '-24.35' '-26.51'],['anc' '202104072315' '-26.86' '-0.73' '-28.21' '-29.71'],['anc' '202104082043' '-20.0' '-0.94' '-9.33' '-19.73']
['pro' '202103302152' '-17.67' '0.34' '-22.15' '-16.9'],['pro' '202103310124' '-18.33' '0.39' '-22.97' '-17.8'],['pro' '202103312241' '-18.61' '0.52' '-25.17' '-17.94'],['pro' '202104011601' '-18.73' '-0.24' '-25.49' '-17.7'],['pro' '202104022050' '-20.71' '-1.54' '-26.31' '-22.32'],['pro' '202104062027' '-22.04' '-1.51' '-27.29' '-24.92'],['pro' '202104072315' '-22.76' '-0.48' '-30.02' '-25.36'],['pro' '202104082043' '-14.2' '0.98' '-19.27' '-6.53']
['game' '202103302152' '-5.57' '-3.42' '-1.54' '-1.11'],['game' '202103310124' '-5.24' '-3.34' '-0.69' '-0.58'],['game' '202103312241' '1.06' '-2.62' '7.76' '5.84'],['game' '202104011601' '4.83' '-2.31' '11.34' '8.81'],['game' '202104022050' '-3.12' '-4.09' '-2.88' '-3.62'],['game' '202104062027' '-14.12' '-5.45' '-18.04' '-19.88'],['game' '202104072315' '-9.28' '-5.21' '-19.0' '-21.22'],['game' '202104082043' '13.42' '-3.1' '-9.17' '-11.17']
['for' '202103302152' '-27.38' '-0.69' '-27.76' '-28.68'],['for' '202103310124' '-27.9' '-1.0' '-28.3' '-29.09'],['for' '202103312241' '-31.3' '-1.99' '-33.7' '-32.92'],['for' '202104011601' '-32.05' '-2.47' '-34.55' '-33.59'],['for' '202104022050' '-34.31' '-2.9' '-36.31' '-36.73'],['for' '202104062027' '-36.63' '-2.4' '-38.04' '-39.55'],['for' '202104072315' '-44.29' '-0.77' '-45.33' '-46.21'],['for' '202104082043' '-41.47' '0.72' '-34.4' '-38.47']
